,Trial,VidExposure,SGFR,CGFR,PMFR,e2SpotDia_12mm,e2SpotDia_12mmFit_RSME,e2SpotDia_12mmFit_MAE,e2SpotDia_12mmFit_R2
0,SO12_M_CG6_Free,1.99,10,6,9.9,4.396,0.02252295048375343,0.015389075169841063,0.9901441081840705
