,X Position mm 0,Image Pixel Value at 12mm 0,Start_End_Seconds 0
0,0.0,0.0013651877133102897,0.0
1,0.01840490797546012,0.0,1.0
2,0.03680981595092024,0.0,
3,0.05521472392638037,0.0,
4,0.07361963190184048,0.0006825938566551448,
5,0.09202453987730061,0.0006825938566551448,
6,0.11042944785276074,0.0006825938566551448,
7,0.12883435582822086,0.0006825938566551448,
8,0.14723926380368096,0.0,
9,0.1656441717791411,0.0,
10,0.18404907975460122,0.0,
11,0.20245398773006135,0.0,
12,0.22085889570552147,0.0,
13,0.23926380368098157,0.0,
14,0.25766871165644173,0.0027303754266208013,
15,0.2760736196319018,0.0027303754266208013,
16,0.29447852760736193,0.003412969283276057,
17,0.31288343558282206,0.003412969283276057,
18,0.3312883435582822,0.0013651877133102897,
19,0.3496932515337423,0.0006825938566551448,
20,0.36809815950920244,0.0006825938566551448,
21,0.38650306748466257,0.0,
22,0.4049079754601227,0.0013651877133102897,
23,0.4233128834355828,0.0027303754266208013,
24,0.44171779141104295,0.0027303754266208013,
25,0.460122699386503,0.0027303754266208013,
26,0.47852760736196315,0.0013651877133102897,
27,0.4969325153374233,0.0,
28,0.5153374233128835,0.0006825938566551448,
29,0.5337423312883436,0.0013651877133102897,
30,0.5521472392638036,0.0013651877133102897,
31,0.5705521472392637,0.0013651877133102897,
32,0.5889570552147239,0.0006825938566551448,
33,0.607361963190184,0.0006825938566551448,
34,0.6257668711656441,0.0013651877133102897,
35,0.6441717791411042,0.0020477815699656565,
36,0.6625766871165644,0.003412969283276057,
37,0.6809815950920245,0.0027303754266208013,
38,0.6993865030674846,0.0020477815699656565,
39,0.7177914110429447,0.0020477815699656565,
40,0.7361963190184049,0.0027303754266206903,
41,0.754601226993865,0.0027303754266208013,
42,0.7730061349693251,0.0061433447098968585,
43,0.7914110429447853,0.006825938566552225,
44,0.8098159509202454,0.00750853242320737,
45,0.8282208588957055,0.004778156996586347,
46,0.8466257668711656,0.003412969283276057,
47,0.8650306748466258,0.003412969283276057,
48,0.8834355828220859,0.010238907849828172,
49,0.901840490797546,0.010921501706483538,
50,0.920245398773006,0.008873720136517882,
51,0.9386503067484662,0.00750853242320737,
52,0.9570552147239263,0.004095563139931313,
53,0.9754601226993864,0.004778156996586569,
54,0.9938650306748466,0.005460750853241714,
55,1.0122699386503067,0.00750853242320737,
56,1.030674846625767,0.005460750853241714,
57,1.049079754601227,0.006143344709897081,
58,1.0674846625766872,0.004778156996586569,
59,1.0858895705521472,0.0020477815699655455,
60,1.1042944785276072,0.0020477815699656565,
61,1.1226993865030674,0.005460750853241714,
62,1.1411042944785275,0.00750853242320737,
63,1.1595092024539877,0.010921501706483427,
64,1.1779141104294477,0.01365187713310445,
65,1.196319018404908,0.012969283276449084,
66,1.214723926380368,0.012286689419794938,
67,1.2331288343558282,0.01365187713310445,
68,1.2515337423312882,0.012969283276449084,
69,1.2699386503067485,0.012969283276449084,
70,1.2883435582822085,0.019112627986346054,
71,1.3067484662576687,0.016382252559725252,
72,1.3251533742331287,0.020477815699658786,
73,1.343558282208589,0.017747440273036652,
74,1.361963190184049,0.01638225255972614,
75,1.3803680981595092,0.012286689419794938,
76,1.3987730061349692,0.00750853242320737,
77,1.4171779141104295,0.010921501706483538,
78,1.4355828220858895,0.017747440273035542,
79,1.4539877300613497,0.017747440273035542,
80,1.4723926380368098,0.02116040955631282,
81,1.4907975460122698,0.01843003412969091,
82,1.50920245398773,0.015699658703070107,
83,1.52760736196319,0.017064846416380397,
84,1.5460122699386503,0.01843003412969202,
85,1.5644171779141103,0.02252559726962422,
86,1.5828220858895705,0.023208191126278366,
87,1.6012269938650305,0.025938566552900277,
88,1.6196319018404908,0.029351535836178777,
89,1.6380368098159508,0.030716723549489067,
90,1.656441717791411,0.029351535836178555,
91,1.674846625766871,0.03208191126279958,
92,1.6932515337423313,0.029351535836179776,
93,1.7116564417177913,0.03139931740614532,
94,1.7300613496932515,0.030716723549490177,
95,1.7484662576687116,0.030716723549489067,
96,1.7668711656441718,0.030034129692833922,
97,1.7852760736196318,0.03139931740614421,
98,1.803680981595092,0.03208191126280069,
